         37994448 function calls (37476797 primitive calls) in 57.476 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 transforms.py:218(_InverseTransform)
        1    0.000    0.000    0.000    0.000 symbolic_convert.py:4413(InstructionTranslator)
        1    0.000    0.000    0.000    0.000 relaxed_categorical.py:109(RelaxedOneHotCategorical)
        1    0.000    0.000    0.000    0.000 retry_unary_async.py:1(<module>)
       29    0.000    0.000    0.000    0.000 marshal.py:260(__new__)
        5    0.000    0.000    0.000    0.000 dataclasses.py:316(_pydantic_fields_complete)
        3    0.000    0.000    0.000    0.000 socket.py:221(__init__)
       15    0.000    0.000    0.000    0.000 alias_generators.py:40(<lambda>)
        1    0.000    0.000    0.000    0.000 trigonometric.py:1692(sec)
        1    0.000    0.000    0.000    0.000 bessel.py:1028(yn)
        1    0.000    0.000    0.000    0.000 __init__.py:119(Cycler)
        1    0.000    0.000    0.000    0.000 grad_scaler.py:53(GradScaler)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:1070(csch)
        1    0.000    0.000    0.000    0.000 extension_dict.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:689(HTTPResponse)
       32    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
        1    0.000    0.000    0.000    0.000 _polynomial_impl.py:1093(poly1d)
        1    0.000    0.000    0.000    0.000 request.py:44(_TYPE_FAILEDTELL)
        1    0.000    0.000    0.000    0.000 eval_create_response.py:78(TestingCriterionEvalGraderScoreModel)
        1    0.000    0.000    0.000    0.000 _linalg.py:114(SlogdetResult)
        1    0.000    0.000    0.000    0.000 expintegrals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tool_choice_apply_patch.py:10(ToolChoiceApplyPatch)
        2    0.000    0.000    0.000    0.000 script_object.py:55(deco)
        1    0.000    0.000    0.000    0.000 euclidtools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:1884(asech)
        3    0.000    0.000    0.000    0.000 scaffold.py:223(static_folder)
        1    0.000    0.000    0.000    0.000 _iotools.py:452(StringConverter)
        1    0.000    0.000    0.000    0.000 artifact_download_logger.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _common.py:21(package_to_anchor)
       23    0.000    0.000    0.000    0.000 pythonmpq.py:103(_new)
        1    0.000    0.000    0.000    0.000 core.py:4467(And)
        1    0.000    0.000    0.000    0.000 location.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shapes.py:6(Shape)
      128    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _decomposition_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:3737(PolygonSelector)
        1    0.000    0.000    0.000    0.000 type_adapter.py:69(TypeAdapter)
        1    0.000    0.000    0.000    0.000 common.py:370(__init__)
        1    0.000    0.000    0.000    0.000 logging_handlers.py:1(<module>)
       11    0.000    0.000    0.000    0.000 threading.py:299(__enter__)
        1    0.000    0.000    0.000    0.000 method.py:31(_MethodDefault)
        1    0.000    0.000    0.000    0.000 inequalities.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response_apply_patch_tool_call.py:31(OperationDeleteFile)
       16    0.000    0.000    0.000    0.000 pretty_symbology.py:169(<lambda>)
        1    0.000    0.000    0.000    0.000 powerset.py:10(PowerSet)
        2    0.000    0.000    0.000    0.000 script_object.py:52(_raise_hard_error_if_graph_break)
        1    0.000    0.000    0.000    0.000 error_functions.py:2544(fresnelc)
        1    0.000    0.000    0.000    0.000 subprocess.py:695(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 package_exporter.py:172(PackageExporter)
        1    0.000    0.000    0.000    0.000 camera.py:1(<module>)
        6    0.000    0.000    0.000    0.000 encoder.py:414(_iterencode)
        4    0.000    0.000    0.000    0.000 _generics.py:534(_late_cache_key)
        1    0.000    0.000    0.000    0.000 text.py:1631(Annotation)
        6    0.000    0.000    0.000    0.000 _validators.py:28(sequence_validator)
        1    0.000    0.000    0.000    0.000 test.py:178(EnvironBuilder)
       69    0.000    0.000    0.000    0.000 symbolic_helper.py:389(quantized_args)
        1    0.000    0.000    0.000    0.000 trigonometric.py:2343(acos)
      164    0.000    0.000    0.000    0.000 {method 'to_bytes' of 'int' objects}
        1    0.000    0.000    0.000    0.000 cpu_vec_isa.py:251(VecAVX512VNNI)
        1    0.000    0.000    0.000    0.000 Image.py:185(Palette)
        1    0.000    0.000    0.000    0.000 __init__.py:155(_ModuleClient)
        3    0.000    0.000    0.000    0.000 numbers.py:1984(__lt__)
      109    0.000    0.000    0.000    0.000 wrappers.py:266(<genexpr>)
        1    0.000    0.000    0.000    0.000 approximants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 configparser.py:743(get)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        1    0.000    0.000    0.000    0.000 resume_execution.py:297(ContinueExecutionCache)
       80    0.000    0.000    0.000    0.000 __init__.py:672(__init__)
        1    0.000    0.000    0.000    0.000 core.py:486(DebugActions)
       18    0.000    0.000    0.000    0.000 <frozen os>:853(fsdecode)
        1    0.000    0.000    0.000    0.000 files.py:233(File)
        1    0.000    0.000    0.000    0.000 bdb.py:18(Bdb)
       13    0.000    0.000    0.000    0.000 rcsetup.py:163(validate_axisbelow)
        1    0.000    0.000    0.000    0.000 frontend.py:849(ExprBuilder)
        4    0.000    0.000    0.000    0.000 _weights_only_unpickler.py:90(_add_safe_globals)
       11    0.000    0.000    0.000    0.000 decorators.py:114(convert_path_to_string)
        1    0.000    0.000    0.000    0.000 str.py:20(StrPrinter)
        1    0.000    0.000    0.000    0.000 _parser.py:996(parse_template)
       53    0.000    0.000    0.000    0.000 _transform.py:60(__init__)
        4    0.000    0.000    0.000    0.000 core.py:1196(__init__)
        1    0.000    0.000    0.000    0.000 custom_ops.py:776(register)
        1    0.000    0.000    0.000    0.000 collections.py:2135(TriMesh)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:60(ContextWrappingVariable)
        1    0.000    0.000    0.000    0.000 tempfile.py:685(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 trigonometric.py:1800(csc)
        2    0.000    0.000    0.000    0.000 _generics.py:462(get_cached_generic_type_late)
        1    0.000    0.000    0.000    0.000 backend.py:31(Backend)
        1    0.000    0.000    0.000    0.000 wall_defs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 graph.py:22(Edge)
        4    0.000    0.000    0.000    0.000 wandb_settings.py:1291(validate_run_id)
        2    0.000    0.000    0.000    0.000 wandb_settings.py:394(<lambda>)
        1    0.000    0.000    0.000    0.000 aim.py:1245(Screen)
        1    0.000    0.000    0.000    0.000 tag.py:249(__init__)
        1    0.000    0.000    0.000    0.000 hints.py:118(AutotuneHint)
       66    0.000    0.000    0.000    0.000 decorators.py:23(_sympifyit)
        1    0.000    0.000    0.000    0.000 polygon.py:1420(RegularPolygon)
        7    0.000    0.000    0.000    0.000 _config_module.py:163(ConfigModuleInstance)
        1    0.000    0.000    0.000    0.000 buf.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctx_base.py:24(StandardBaseContext)
        9    0.000    0.000    0.000    0.000 deprecation.py:152(_deprecated_property)
        1    0.000    0.000    0.000    0.000 conv.py:613(Conv3d)
        1    0.000    0.000    0.000    0.000 middleware.py:1(<module>)
        6    0.000    0.000    0.000    0.000 threading.py:311(_acquire_restore)
        1    0.000    0.000    0.000    0.000 settings.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _ufunc_config.py:448(__enter__)
        1    0.000    0.000    0.000    0.000 hints.py:128(DeviceProperties)
        5    0.000    0.000    0.000    0.000 definition.py:114(__init__)
       48    0.000    0.000    0.000    0.000 {method 'issuperset' of 'set' objects}
       25    0.000    0.000    0.000    0.000 knobs.py:126(__init__)
        1    0.000    0.000    0.000    0.000 _mangling.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:1226(Wedge)
       57    0.000    0.000    0.000    0.000 _guards.py:1104(dataclass_with_cached_hash)
        3    0.000    0.000    0.000    0.000 util.py:64(post_clear_cache)
        1    0.000    0.000    0.000    0.000 ffplay_previewer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 torch.py:490(TorchInGraphFunctionVariable)
        1    0.000    0.000    0.000    0.000 wintypes.py:155(WIN32_FIND_DATAW)
        8    0.000    0.000    0.000    0.000 ctx_iv.py:30(convert_mpf_)
        2    0.000    0.000    0.000    0.000 vmap.py:39(doesnt_support_saved_tensors_hooks)
        1    0.000    0.000    0.000    0.000 activation.py:13(MultiheadAttention)
       86    0.000    0.000    0.000    0.000 introspection.py:212(<genexpr>)
        1    0.000    0.000    0.000    0.000 immediate.py:1(<module>)
       51    0.000    0.000    0.000    0.000 typing.py:418(<genexpr>)
        1    0.000    0.000    0.000    0.000 pilot.py:488(PilotToPose)
        1    0.000    0.000    0.000    0.000 <string>:2(__div__)
        1    0.000    0.000    0.000    0.000 collections.py:1967(EllipseCollection)
        1    0.000    0.000    0.000    0.000 tempfile.py:156(_candidate_tempdir_list)
      3/2    0.000    0.000    0.000    0.000 util.py:1657(check_dict_contains_nested_artifact)
        1    0.000    0.000    0.000    0.000 rationalfield.py:14(RationalField)
        3    0.000    0.000    0.000    0.000 symbolic_helper.py:1889(_overload_by_arg_count)
       44    0.000    0.000    0.000    0.000 unicode.py:17(<genexpr>)
       26    0.000    0.000    0.000    0.000 _jit_internal.py:1004(is_pass)
        1    0.000    0.000    0.000    0.000 pair_set.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _client.py:188(BaseClient)
       24    0.000    0.000    0.000    0.000 deprecation.py:97(deprecated)
       92    0.000    0.000    0.000    0.000 typing.py:3047(<lambda>)
        1    0.000    0.000    0.000    0.000 cpu_vec_isa.py:36(VecISA)
        1    0.000    0.000    0.000    0.000 sym_node.py:71(SymNode)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:522(_is_dunder)
        1    0.000    0.000    0.000    0.000 domain.py:18(Domain)
        3    0.000    0.000    0.000    0.000 intfunc.py:162(igcd)
        6    0.000    0.000    0.000    0.000 _generics.py:196(get_args)
        1    0.000    0.000    0.000    0.000 dfm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:127(parse_stream_start)
        1    0.000    0.000    0.000    0.000 curve.py:22(Curve)
        1    0.000    0.000    0.000    0.000 artifact_ttl.py:8(ArtifactTTL)
       20    0.000    0.000    0.000    0.000 shapes.py:76(<genexpr>)
        1    0.000    0.000    0.000    0.000 functional_tensor.py:306(__init__)
        1    0.000    0.000    0.000    0.000 enum_type_wrapper.py:1(<module>)
        5    0.000    0.000    0.000    0.000 core.py:1206(__init__)
        1    0.000    0.000    0.000    0.000 defmatrix.py:73(matrix)
        1    0.000    0.000    0.000    0.000 uniform.py:15(Uniform)
        1    0.000    0.000    0.000    0.000 numbers.py:2955(motzkin)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:2080(acsch)
       53    0.000    0.000    0.000    0.000 six.py:182(_add_module)
        1    0.000    0.000    0.000    0.000 trigonometric.py:3015(asec)
        2    0.000    0.000    0.000    0.000 core.py:4166(__init__)
        2    0.000    0.000    0.000    0.000 main.py:22(_load_dotenv_disabled)
        1    0.000    0.000    0.000    0.000 response_output_item.py:36(ImageGenerationCall)
        1    0.000    0.000    0.000    0.000 font_manager.py:588(FontProperties)
        1    0.000    0.000    0.000    0.000 pprint.py:106(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 colorbar.py:196(Colorbar)
        1    0.000    0.000    0.000    0.000 pilot.py:743(PilotFrustration)
       87    0.000    0.000    0.000    0.000 error.py:6(__init__)
       23    0.000    0.000    0.000    0.000 marshal.py:42(__subclasshook__)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:1141(sech)
        4    0.000    0.000    0.000    0.000 preinit.py:9(__init__)
        1    0.000    0.000    0.000    0.000 itt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 knobs.py:270(base_knobs)
        1    0.000    0.000    0.000    0.000 storage.py:535(_new_dtypes)
        2    0.000    0.000    0.000    0.000 rcsetup.py:446(validate_whiskers)
        1    0.000    0.000    0.000    0.000 font_manager.py:1042(FontManager)
        1    0.000    0.000    0.000    0.000 knobs.py:333(redis_knobs)
        1    0.000    0.000    0.000    0.000 deprecation.py:137(finalize)
       26    0.000    0.000    0.000    0.000 core.py:4856(<genexpr>)
        8    0.000    0.000    0.000    0.000 mock.py:329(_delegating_property)
      148    0.000    0.000    0.000    0.000 parser.py:85(peek)
        1    0.000    0.000    0.000    0.000 resource_sharer.py:63(__init__)
        1    0.000    0.000    0.000    0.000 serializer.py:42(Serializer)
        1    0.000    0.000    0.000    0.000 _mtls_helper.py:451(check_use_client_cert)
        1    0.000    0.000    0.000    0.000 plot_implicit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:1570(CirclePolygon)
        1    0.000    0.000    0.000    0.000 dirichlet.py:23(_Dirichlet)
        1    0.000    0.000    0.000    0.000 jwt.py:319(Credentials)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:326(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 symbol.py:524(Wild)
       12    0.000    0.000    0.000    0.000 {method '__exit__' of 'torch._C.DisableTorchFunctionSubclass' objects}
        1    0.000    0.000    0.000    0.000 batch_error.py:10(BatchError)
        1    0.000    0.000    0.000    0.000 scaffold.py:248(static_url_path)
        2    0.000    0.000    0.000    0.000 _fsdp_state.py:58(disable_if_config_true)
        1    0.000    0.000    0.000    0.000 _text.py:7(FoldedCase)
        1    0.000    0.000    0.000    0.000 response_function_shell_tool_call.py:14(Action)
        1    0.000    0.000    0.000    0.000 response_local_environment.py:10(ResponseLocalEnvironment)
